timepoint,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R
10,0.25521368,0.23794286,0.084950686,0.014684322,0.092566945,-0.047474798,0.20060085,0.17376971,0.10230966,0.08934738,0.08764984,0.14552201,0.11600369,0.120935574,0.05017192,0.11067718,0.21312173,0.26171973,0.15703903,0.04770582,0.05687083,0.082726575,0.017188922,-0.02124131,0.21686117,0.13086998,0.04958609,-0.087631434,0.09749803,0.14677022,0.15385775,0.1868969,0.2941781,0.17996408,0.13123013,0.027843159,0.043566246,0.15545405,0.08709801,0.031225514,0.13265383,0.17118984,0.38282946,0.19964522,0.3619937,0.2556525,0.32218847,0.23691827,0.33585492,0.2399105,0.26279315,0.38128638,0.38123366,0.41891128,0.38363498,0.1964202,0.31644413,0.31081292,0.33147874,0.38646325,0.25078136,0.23183645,0.15808542,0.2955482,0.1594262,0.1718922,0.30141097,0.21896829,0.48109657,0.4529466,0.06889353,-0.03471727,0.13984953,0.09777827,0.035294324,0.09291176,0.14710662,0.21056917,0.091994785,0.29356194,0.19048327,0.18297164,0.17987473,0.12436137,0.21533448,0.18236446,0.14289097,0.07759552,0.11431152,0.10009438
11,0.2037442,0.21241161,0.0674921,0.001077428,0.082230315,-0.081144564,0.20004056,0.14156473,0.10139084,0.046432823,0.05810902,0.1031184,0.075995155,0.0970918,0.03475115,0.08958182,0.17080095,0.21442297,0.08935276,0.0030090588,0.05720151,0.10103347,-0.004038325,-0.058689605,0.21917333,0.11422329,0.022002779,-0.100029536,0.074138634,0.09967791,0.15346754,0.18120146,0.29013237,0.18781562,0.15563232,0.044399623,0.008620315,0.14821118,0.09932036,0.0289592,0.13216408,0.14433835,0.35230377,0.16713616,0.33023944,0.19652939,0.30402648,0.2465861,0.38213757,0.24943936,0.29814753,0.3989021,0.43350887,0.4721579,0.3892366,0.20484234,0.28044006,0.28575677,0.31180862,0.38386267,0.24615209,0.19551033,0.12702665,0.265707,0.15954149,0.1287346,0.31669655,0.22598222,0.43382695,0.42409408,0.05432788,-0.06347982,0.15602037,0.1046326,0.011994647,0.066697344,0.12268525,0.17634079,0.114914425,0.27417338,0.16977139,0.16454765,0.15838069,0.14013413,0.20216195,0.18817358,0.1641728,0.0847907,0.113487065,0.10833095
12,0.12981866,0.16196364,0.037413538,-0.015845647,0.06354702,-0.10922834,0.17360182,0.090107135,0.088448286,-0.0033145095,0.016315838,0.047476035,0.022433322,0.05987462,0.0078195175,0.054644503,0.10817773,0.1467601,0.002792277,-0.04424406,0.05112056,0.10683244,-0.028188203,-0.094814114,0.19668373,0.0834284,-0.01299269,-0.10422424,0.04132567,0.040688504,0.13157073,0.1552924,0.25486752,0.17568837,0.16426757,0.05986306,-0.026800388,0.124494225,0.10018991,0.020300684,0.110195324,0.1019787,0.28183842,0.1149253,0.26275054,0.11482395,0.24957612,0.2256836,0.3928519,0.23377453,0.29808742,0.37233105,0.43915707,0.46957386,0.34974554,0.18469234,0.21608862,0.23302124,0.25419515,0.3371196,0.203125,0.135683,0.071329065,0.20207001,0.13140824,0.062156104,0.29416862,0.20667341,0.33722177,0.35091823,0.026962232,-0.094061635,0.15504074,0.09790297,-0.015753677,0.031962357,0.07958188,0.11899073,0.11586404,0.216971,0.1235718,0.12018444,0.11455044,0.13738164,0.15462685,0.16572632,0.16137089,0.068381146,0.0963689,0.10138045
13,0.04410382,0.09544388,-5.478621e-05,-0.033726156,0.03909351,-0.1258938,0.1262268,0.026599104,0.06793741,-0.05260704,-0.033609465,-0.014757888,-0.03729433,0.0135779595,-0.026230939,0.011557514,0.036439024,0.07076179,-0.08991557,-0.08622037,0.040238425,0.09855393,-0.0502889,-0.12507746,0.15431105,0.04475123,-0.05134311,-0.10036909,0.0054009533,-0.019268291,0.09362602,0.11259902,0.19628234,0.1466505,0.15908429,0.07270634,-0.057500094,0.08671414,0.090513185,0.00662569,0.07157267,0.050720192,0.18292326,0.051593162,0.16819473,0.019259777,0.16693538,0.17786326,0.36694154,0.1947524,0.2630902,0.30419585,0.39908385,0.41149145,0.27033374,0.1381426,0.13707319,0.1641001,0.16906154,0.25611514,0.12888716,0.059984732,-6.6720255e-05,0.11768747,0.081907734,-0.021354932,0.24000019,0.16517048,0.20584825,0.24616565,-0.007504202,-0.121679164,0.1398577,0.079641335,-0.043984894,-0.005969427,0.025257008,0.0479806,0.09991229,0.13486591,0.060851302,0.05835359,0.055014476,0.119753204,0.07952563,0.1183795,0.13510813,0.033183753,0.06600983,0.079967625
14,-0.04145397,0.02400091,-0.03851816,-0.049871676,0.012085578,-0.12691213,0.06595674,-0.03999285,0.04533046,-0.09453346,-0.08617685,-0.076104276,-0.09486408,-0.0362599,-0.061798993,-0.03298699,-0.031886302,-0.0004438869,-0.1748569,-0.11582881,0.027005984,0.07689646,-0.06567523,-0.1456012,0.09979383,0.005333138,-0.0882221,-0.08946068,-0.026874207,-0.06932749,0.047563802,0.058672886,0.12512137,0.10607796,0.14362723,0.0815072,-0.07918635,0.039162967,0.072697364,-0.009856791,0.023594392,-0.0017189133,0.07115307,-0.012647106,0.059101846,-0.079489134,0.06823293,0.11076754,0.30833435,0.13735889,0.19873133,0.20259042,0.32057008,0.30574274,0.16155185,0.07119618,0.05907811,0.092560306,0.07064829,0.15549831,0.035593227,-0.02204784,-0.075665444,0.028600845,0.020844841,-0.11290629,0.16497995,0.108945705,0.05894717,0.12671372,-0.041918166,-0.14164272,0.11512419,0.053452477,-0.06856283,-0.041410755,-0.031127721,-0.025198277,0.07496061,0.04474231,-0.007052508,-0.009880577,-0.011440116,0.092858635,-0.012087182,0.05320659,0.08969837,-0.012472729,0.027352195,0.046826847
15,-0.115469724,-0.040677007,-0.07154161,-0.06166157,-0.014118783,-0.110409014,0.0026489308,-0.10020024,0.026071688,-0.123541474,-0.13535595,-0.1291512,-0.14239135,-0.083710276,-0.09302866,-0.0724191,-0.08494458,-0.05470378,-0.23913519,-0.12786688,0.014214441,0.04463337,-0.07085283,-0.15377742,0.04242751,-0.028075896,-0.11874052,-0.073290646,-0.04936942,-0.100347236,0.00251777,0.00041735554,0.053330373,0.060922854,0.12250173,0.08511829,-0.089075334,-0.012583146,0.050322715,-0.0264997,-0.025235679,-0.047721244,-0.03619829,-0.067577936,-0.049713485,-0.17006418,-0.03217994,0.034807235,0.22552724,0.069240704,0.11493818,0.080149345,0.21612868,0.1665042,0.037868664,-0.007117541,-0.0028637173,0.031787124,-0.02511568,0.05245154,-0.061435018,-0.10011235,-0.14317963,-0.048594818,-0.040776927,-0.20230229,0.08277142,0.047728017,-0.082451284,0.0109108705,-0.06892285,-0.15005636,0.08646564,0.023963174,-0.08579285,-0.0693356,-0.080159076,-0.0888551,0.05020498,-0.035484485,-0.06822528,-0.07263783,-0.07524532,0.06319563,-0.10665396,-0.020123452,0.03229191,-0.058254525,-0.01365272,0.006336398
16,-0.16904703,-0.08858315,-0.09374374,-0.06704039,-0.036413703,-0.077380784,-0.053596027,-0.14563724,0.014656597,-0.13631031,-0.17559978,-0.16769281,-0.17381851,-0.12341118,-0.11481119,-0.1013404,-0.113770775,-0.0830955,-0.2730803,-0.11984379,0.004523381,0.006263199,-0.06413772,-0.14864513,-0.008619832,-0.050280012,-0.13862248,-0.054330956,-0.057697188,-0.10650631,-0.03270926,-0.05492202,-0.0080631245,0.018536303,0.100350305,0.08284331,-0.08641001,-0.06241754,0.027424444,-0.04072942,-0.06682265,-0.0809761,-0.123480484,-0.1049778,-0.14380656,-0.24233791,-0.1203691,-0.038825512,0.13006967,-0.0006757005,0.02406998,-0.04820686,0.10120015,0.011880011,-0.08470828,-0.08628391,-0.037407175,-0.0077215554,-0.103627734,-0.036610186,-0.1465675,-0.16471238,-0.19180357,-0.09977013,-0.09257085,-0.27954796,0.007251981,-0.008325532,-0.19931294,-0.084785834,-0.08227488,-0.14450847,0.05966064,-0.003836924,-0.09310293,-0.086123206,-0.113751054,-0.13290115,0.03417205,-0.0900367,-0.11226106,-0.11936706,-0.12756123,0.036861714,-0.19050105,-0.09104598,-0.028258368,-0.09376431,-0.051005978,-0.036184814
17,-0.19702038,-0.112923935,-0.10174951,-0.0648327,-0.052396037,-0.031563036,-0.09410255,-0.1702408,0.013771205,-0.13207388,-0.20262843,-0.18743685,-0.18583107,-0.15128267,-0.12360577,-0.11629391,-0.11359128,-0.08127414,-0.27176616,-0.0923164,-7.623381e-05,-0.032848954,-0.046017785,-0.13099279,-0.045780472,-0.05829836,-0.14478502,-0.03547492,-0.04991094,-0.086109914,-0.05111022,-0.10075117,-0.050601054,-0.014379479,0.08124802,0.07453324,-0.072534464,-0.10456793,0.007779412,-0.05052577,-0.09474551,-0.09744547,-0.1791351,-0.1199803,-0.21124707,-0.2887761,-0.18505365,-0.09999442,0.034758925,-0.06356558,-0.06104183,-0.16737476,-0.008415304,-0.1388757,-0.19104306,-0.15583567,-0.03872921,-0.019947853,-0.15385965,-0.09855289,-0.20633088,-0.20835109,-0.21387242,-0.11544735,-0.12660551,-0.33614498,-0.04976917,-0.050201904,-0.27735355,-0.14831398,-0.077950306,-0.12444832,0.03982645,-0.025395168,-0.08933881,-0.090145305,-0.12645055,-0.15042448,0.033135425,-0.107956186,-0.13188499,-0.14250869,-0.16169576,0.018480282,-0.25202328,-0.14976455,-0.08295799,-0.11055986,-0.07970924,-0.075230986
18,-0.19866435,-0.11130818,-0.09468698,-0.054991856,-0.06056519,0.021065295,-0.11294467,-0.17123155,0.023887798,-0.11262864,-0.21412398,-0.1866308,-0.17833188,-0.16516595,-0.1180118,-0.11627505,-0.084718235,-0.05034124,-0.23582247,-0.048818015,0.0013394329,-0.06728731,-0.019109245,-0.103259124,-0.064455755,-0.051868353,-0.13586771,-0.019663693,-0.0268685,-0.041921582,-0.04864702,-0.13206337,-0.069659054,-0.03286224,0.06787449,0.06059637,-0.05064604,-0.13437538,-0.005799001,-0.054776907,-0.10529674,-0.09598957,-0.19770993,-0.11197947,-0.24465218,-0.30570891,-0.21942267,-0.1412904,-0.04841198,-0.112037085,-0.12921089,-0.26428467,-0.09902163,-0.26817015,-0.2690591,-0.20695554,-0.0076871165,-0.0044982117,-0.17009333,-0.12569731,-0.23168606,-0.22659099,-0.2061367,-0.092383936,-0.13843177,-0.36631185,-0.08060467,-0.071693204,-0.30929583,-0.17394955,-0.055002324,-0.09141354,0.030663569,-0.037223395,-0.07505994,-0.08193278,-0.116324924,-0.1388295,0.04988459,-0.085040845,-0.124123074,-0.13877787,-0.17401566,0.010418056,-0.2835312,-0.18882537,-0.12411846,-0.103707395,-0.096435815,-0.105943754
19,-0.17749092,-0.086043395,-0.07423879,-0.038576957,-0.06051826,0.07325696,-0.107809946,-0.14942922,0.043221198,-0.08190017,-0.2099028,-0.16607831,-0.15428066,-0.16492206,-0.09887445,-0.10262452,-0.032372136,0.003404516,-0.171249,0.0047636386,0.008456465,-0.092509516,0.012397236,-0.069021314,-0.06357516,-0.03316174,-0.11237758,-0.00959725,0.007950808,0.01948484,-0.024820862,-0.14597262,-0.06490068,-0.034352,0.06140529,0.042071383,-0.025204713,-0.14890993,-0.011906509,-0.05346049,-0.09798925,-0.078441076,-0.18063885,-0.08470081,-0.24233937,-0.29381797,-0.22220276,-0.15919754,-0.11016274,-0.14136228,-0.17265435,-0.32975295,-0.16117066,-0.36265692,-0.31144303,-0.23371966,0.048327,0.033469103,-0.15271634,-0.116908036,-0.21933377,-0.21837085,-0.17014195,-0.033995856,-0.12756611,-0.36751822,-0.082791284,-0.07027592,-0.2957274,-0.16306879,-0.015696427,-0.04870136,0.034073044,-0.037401807,-0.052337743,-0.06403793,-0.08513738,-0.10005321,0.083290346,-0.0243416,-0.09055629,-0.10943687,-0.16442266,0.0125365015,-0.28230038,-0.20413889,-0.14649172,-0.07276709,-0.099983715,-0.12471245
