timepoint,Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R
10,0.05743379,0.06437677,0.11942132,0.0033191484,0.056372758,-0.04429734,-0.038969334,-0.19882847,0.046626255,-0.037191954,0.0855932,-0.08488932,0.11363863,0.03785108,0.1238379,0.13789082,0.00708294,-0.119114615,0.061719712,-0.04347858,0.033547178,-0.04599661,0.14236972,0.090960465,0.10072888,0.008794618,-0.012782242,0.03375656,-0.028625745,-0.0334379,0.040399995,0.04442458,0.010477517,-0.07131669,0.16884764,-0.10582845,-0.0007952577,-0.058285132,0.049957294,0.035738282,0.008717134,-0.12868585,0.37043482,0.33040842,0.34752768,0.22294433,0.27326992,0.29838783,0.18025318,0.17050259,0.073212445,0.12621576,0.1692088,0.11368806,0.11127039,0.13492449,0.07523235,0.014969272,-0.07072479,-0.032164674,-0.05535178,-0.22394937,-0.04328254,-0.35787576,0.14561255,-0.0014285193,0.09155191,0.019468755,0.03325868,0.08879443,-0.04679605,-0.011692073,0.00911467,-0.16559601,-0.0004115947,-0.0039503695,-0.08948947,-0.08044139,-0.06821088,0.050329797,-0.042250805,0.011530022,0.08066245,0.051427737,0.12376247,-0.04690427,0.14129846,0.16246949,0.059782684,-0.017122094
11,0.09190444,0.097648345,0.15838434,0.033622775,0.07497327,-0.07508265,-0.006838148,-0.21048732,0.07100599,-0.05474062,0.1198492,-0.07498422,0.117351875,0.025260152,0.12864606,0.1442206,0.03149479,-0.15138185,0.09776546,-0.018764207,0.050452914,-0.11182554,0.21206872,0.11955396,0.11581289,0.01638774,-0.003612,0.02711484,-0.01488358,-0.0533069,0.06067039,0.042499296,0.037369087,-0.044547454,0.25279808,-0.1029442,0.02487034,-0.036215484,0.048219025,0.037432995,0.0045469725,-0.16208921,0.44548503,0.37966454,0.41623372,0.2715764,0.32676128,0.3408225,0.21930856,0.18989651,0.09331362,0.12540714,0.15362518,0.14217772,0.13844438,0.13693398,0.08243729,0.039464176,-0.055029325,-0.036977924,-0.03276063,-0.2055379,-0.033103444,-0.365391,0.18925036,0.028443493,0.1447652,0.041525766,0.038057353,0.07765189,-0.038869876,-0.022151565,-0.004326148,-0.16274522,0.03225486,-0.050712146,-0.107698575,-0.06544055,-0.061061565,0.016950885,-0.026042083,0.012579517,0.13648127,0.09262099,0.16493824,-0.039190706,0.18116891,0.18935898,0.07859556,-0.011435187
12,0.12596352,0.12874568,0.18570162,0.061999578,0.08883888,-0.09936377,0.028202625,-0.20397918,0.09220309,-0.06969507,0.15040582,-0.05680872,0.11417564,0.011395076,0.12341519,0.13729964,0.065716155,-0.1637392,0.1279811,0.013359603,0.06223601,-0.1680858,0.26247647,0.138931,0.12355841,0.026364444,0.006047125,0.01564015,0.007660695,-0.062952615,0.076356426,0.038569037,0.06558099,-0.0058404775,0.3132688,-0.094154894,0.051787782,-0.0047315382,0.045327086,0.040548116,0.008021177,-0.17229843,0.4944443,0.40515465,0.46290326,0.3059162,0.36110833,0.36102682,0.24889517,0.19584158,0.11067329,0.12114588,0.13221961,0.16164416,0.15810066,0.12805687,0.09530575,0.064350046,-0.029613832,-0.036357895,-0.008625927,-0.17517492,-0.0142276585,-0.33686045,0.21499628,0.04976862,0.19299698,0.06500202,0.047723874,0.0665296,-0.027727006,-0.02955332,-0.013391264,-0.13973844,0.064437315,-0.093955636,-0.11475283,-0.039039586,-0.025548434,0.0028979823,0.0040396694,0.017184272,0.18440072,0.12947449,0.19517437,-0.028929083,0.20769252,0.20134775,0.092597395,-0.002962961
13,0.15458092,0.15208587,0.19888985,0.0844931,0.095683485,-0.11370285,0.06145929,-0.1807822,0.108533554,-0.080521904,0.17304245,-0.034989294,0.10294188,-0.004026474,0.10876005,0.11697097,0.10470603,-0.15588108,0.14796965,0.049172144,0.06755389,-0.20621468,0.28851703,0.14675076,0.123367734,0.038262557,0.014312039,0.0016213305,0.036192484,-0.06085421,0.0865681,0.03329004,0.08948441,0.038924478,0.3445557,-0.08201656,0.07572894,0.031208765,0.04108522,0.044138476,0.01812596,-0.15847336,0.51093453,0.40385684,0.48299405,0.3226206,0.37187967,0.35693023,0.26632538,0.18787877,0.12206625,0.11260753,0.10684829,0.16952775,0.16737787,0.109829016,0.110582225,0.08409036,-0.00034297895,-0.035129618,0.011454129,-0.13698706,0.007619705,-0.2809878,0.2200266,0.05963808,0.2295542,0.084934525,0.059731115,0.056809623,-0.014465412,-0.033149455,-0.016275916,-0.09846751,0.089351416,-0.12701732,-0.1116388,-0.005615109,0.03402428,0.010618864,0.043170527,0.023466868,0.21883523,0.15673625,0.21059631,-0.018901255,0.21960433,0.19822113,0.09936373,0.0069149025
14,0.17274535,0.16277863,0.19705188,0.09783858,0.093757994,-0.116099596,0.088237196,-0.14433451,0.11816321,-0.08637949,0.1835449,-0.014395381,0.083075255,-0.021082262,0.08595371,0.08427959,0.14207421,-0.13005199,0.15417303,0.08419959,0.06592307,-0.22012344,0.28769767,0.14190899,0.11574485,0.051406085,0.019567618,-0.012048763,0.066758655,-0.04720757,0.09114707,0.027359871,0.10385133,0.08284273,0.3444285,-0.06908576,0.09291107,0.06575397,0.03561183,0.04699196,0.03281019,-0.12351141,0.49177858,0.37516764,0.47420192,0.31964374,0.35687673,0.3287221,0.26959255,0.1669265,0.12476944,0.09891663,0.07907441,0.16427532,0.16443999,0.08495787,0.12372825,0.093778126,0.026493605,-0.038116816,0.022292286,-0.09599932,0.02572466,-0.20941293,0.20376039,0.056500662,0.24901997,0.09695214,0.07053174,0.048927836,-0.00022219763,-0.032881465,-0.012609058,-0.043544613,0.10114025,-0.14453402,-0.10068386,0.02950975,0.10912869,0.038423464,0.084811285,0.028917924,0.23548187,0.17020209,0.20834355,-0.011956927,0.21697311,0.18094338,0.09723042,0.016438188
15,0.17638665,0.15754315,0.18084994,0.09994778,0.082213104,-0.10626212,0.10463944,-0.09934667,0.11936102,-0.08719086,0.17844008,0.00083960395,0.054712705,-0.03950217,0.056780495,0.041471258,0.1711935,-0.09053236,0.14457065,0.113870226,0.0578363,-0.20678416,0.26038507,0.124612264,0.10202327,0.064801365,0.020735288,-0.022489976,0.09484752,-0.023817632,0.09058497,0.02144664,0.10497633,0.11912686,0.31430313,-0.057668373,0.10048515,0.09305738,0.029204719,0.047814123,0.049205136,-0.07354635,0.4376204,0.3211411,0.43685082,0.29662955,0.31651625,0.27887633,0.25767267,0.1349845,0.11695703,0.079333484,0.04989613,0.14544852,0.14871353,0.05682598,0.12989037,0.09011274,0.0453548,-0.049041573,0.020162947,-0.057267666,0.033793572,-0.13426419,0.16767687,0.04034608,0.24811569,0.098007515,0.07626116,0.04241044,0.013957584,-0.029347287,-0.0034259486,0.01844495,0.09590598,-0.14327128,-0.08506915,0.060870405,0.18839641,0.08085884,0.12169243,0.030864572,0.23191813,0.16738178,0.1869819,-0.010415354,0.20100819,0.15135896,0.08553709,0.023784874
16,0.16318399,0.13543466,0.15252323,0.0904035,0.0612727,-0.08557044,0.108271964,-0.05094853,0.11081389,-0.08348304,0.15562046,0.008089038,0.01893227,-0.05845637,0.023381041,-0.00810921,0.18623035,-0.042875033,0.119084075,0.13419892,0.044738844,-0.16694188,0.20973513,0.0964439,0.08433055,0.07733771,0.017532267,-0.027428117,0.116191186,0.0062800813,0.085959546,0.016124325,0.09142562,0.14228459,0.25905415,-0.049301717,0.097111896,0.10837176,0.022342015,0.04557121,0.06421039,-0.016892053,0.35298288,0.24640985,0.3739652,0.255179,0.25401992,0.21195953,0.23092721,0.09520947,0.09841615,0.053962324,0.020088704,0.1143123,0.121224456,0.029145103,0.12485454,0.072044626,0.05263549,-0.06937508,0.0036546842,-0.024877606,0.027190914,-0.06607004,0.11529667,0.013070225,0.22630087,0.087030225,0.07355442,0.03616573,0.027327392,-0.023448126,0.00911286,0.07994786,0.07242162,-0.12252144,-0.0681016,0.08382914,0.25949603,0.12956624,0.14711362,0.027173376,0.20794514,0.14792722,0.14690056,-0.015466412,0.17382625,0.11200179,0.06481933,0.02748681
17,0.13328856,0.09826941,0.115586266,0.07056509,0.032361574,-0.056859694,0.0987761,-0.0037731635,0.091938496,-0.076216295,0.11493287,0.00676491,-0.022292636,-0.07656731,-0.011961095,-0.06027373,0.1832531,0.0069348216,0.0799433,0.14250013,0.028757272,-0.10453368,0.1413593,0.060136855,0.06515512,0.08781774,0.010476072,-0.025766727,0.12740326,0.03929339,0.07877083,0.011910662,0.064574815,0.14907086,0.18641669,-0.044558384,0.08310878,0.1087704,0.015499564,0.039637264,0.074923344,0.03737259,0.24619116,0.15811637,0.2912939,0.19909194,0.17533797,0.13440819,0.19143504,0.051702563,0.07088734,0.024137136,-0.009679811,0.073936164,0.084511384,0.005392099,0.10612966,0.0411821,0.047359616,-0.097792536,-0.025756264,-0.0012271755,0.0039134743,-0.011870239,0.05169298,-0.021609638,0.18605486,0.065213494,0.06045346,0.029063186,0.039424654,-0.01619004,0.022250166,0.13362828,0.032433048,-0.08422927,-0.052537315,0.09529618,0.3110938,0.17476429,0.15608041,0.016714783,0.16567452,0.11372954,0.090448365,-0.026697226,0.13805284,0.065737516,0.036774453,0.02676899
18,0.08942502,0.05044744,0.07433397,0.043444548,-0.0020167106,-0.023845877,0.07791026,0.038723294,0.063241735,-0.06647537,0.05849493,-0.0014899224,-0.066124454,-0.091882095,-0.04692108,-0.110295035,0.16101937,0.053478844,0.031428304,0.13779609,0.012434043,-0.026429256,0.06263495,0.019248467,0.04705352,0.095147796,0.0008375843,-0.017824326,0.1266448,0.07145215,0.07072395,0.009224891,0.028508663,0.13907897,0.10584277,-0.04300975,0.060462337,0.09375012,0.0090451045,0.02999651,0.07911888,0.08097336,0.12830855,0.065105945,0.19663733,0.13405749,0.0885661,0.05386456,0.14304444,0.009255392,0.03816687,-0.007244759,-0.038278792,0.029266816,0.042496,-0.011516435,0.07355355,0.0015839014,0.031465467,-0.12998328,-0.063797,0.013437204,-0.034749538,0.025754403,-0.017079918,-0.058602985,0.13248564,0.035818335,0.036898237,0.020329652,0.050161958,-0.0083431015,0.03329631,0.17350213,-0.01953613,-0.032681443,-0.040072452,0.094264746,0.33483413,0.20703566,0.14626442,-0.0002014622,0.10937838,0.06870222,0.021924017,-0.04204074,0.096638314,0.015694994,0.004114078,0.021776263
19,0.036613904,-0.0017488729,0.0332875,0.013220942,-0.038540907,0.009401075,0.049362972,0.07465112,0.026447413,-0.055234067,-0.009370106,-0.013268234,-0.109105684,-0.10225537,-0.079337716,-0.15345244,0.121027455,0.09234421,-0.020626754,0.1209391,-0.0017964063,0.058860496,-0.018139524,-0.022305246,0.032110196,0.09832314,-0.009673563,-0.005390832,0.11375782,0.09937577,0.06336974,0.008298734,-0.010771836,0.11457857,0.027171666,-0.043375272,0.032437988,0.065301344,0.0030526936,0.017136496,0.075494245,0.10769876,0.011626923,-0.023240134,0.09878716,0.066866644,0.0027060802,-0.021893973,0.09071637,-0.027483016,0.005207589,-0.036455754,-0.064625144,-0.013989183,-0.00026733615,-0.019864144,0.029319637,-0.04101014,0.009107417,-0.15962976,-0.10394114,0.021115135,-0.084466174,0.04866471,-0.08464429,-0.09194466,0.07243111,0.0034453007,0.0047738673,0.009722143,0.059724204,-0.00027259722,0.04018858,0.19581316,-0.076878086,0.026052477,-0.031106938,0.08181282,0.32628837,0.2185202,0.118180215,-0.02196462,0.044806145,0.018121956,-0.05291634,-0.058108613,0.052440193,-0.035063557,-0.029822031,0.013502479
